,product,date,year,Foundry,num_shading_units,num_compute_units,num_tensor_cores,flops,FP16_flops,FP32_flops,FP64_flops,timestamp,real_price_2020,process_size_in_nm,TDP_in_W,transistors_in_millions,die_size_in_mm,base_clock_in_MHz,bandwidth_in_GBs,bus_width_in_bit,GPU_clock_in_MHz,length_in_mm,memory_bus_in_bit,memory_clock_in_MHz,memory_size_in_MB,pixel_rate_in_MPixel_per_s,texture_rate_in_GTexel_per_s,num_cores
4362,NVIDIA GeForce G210 OEM,2009-05-26 12:00:00,2009.0,TSMC,16.0,,,43200000000.0,,43200000000.0,,1243296000.0,,55,31.0,314.0,121.0,,8.064,64.0,550.0,168.0,64.0,504.0,512.0,2200.0,4.4,16
4368,ATI Radeon HD 5830,2010-02-25 12:00:00,2010.0,TSMC,1120.0,14.0,,1792000000000.0,,1792000000000.0,358400000000.0,1267056000.0,,40,175.0,2154.0,334.0,,128.0,256.0,800.0,282.0,256.0,1000.0,1024.0,12800.0,44.8,1120
4370,NVIDIA GeForce GTS 450 Rev. 2,2011-03-15 12:00:00,2011.0,TSMC,192.0,,,601300000000.0,,601300000000.0,50110000000.0,1300147200.0,,40,106.0,1170.0,238.0,,57.73,128.0,783.0,210.0,128.0,902.0,1024.0,6264.0,25.06,192
4373,ATI Mobility Radeon HD 3850 X2,2008-06-04 12:00:00,2008.0,TSMC,320.0,4.0,,371200000000.0,,371200000000.0,74240000000.0,1212537600.0,,55,70.0,666.0,192.0,,48.0,512.0,580.0,,256.0,750.0,1024.0,9280.0,9.28,640
4374,AMD Radeon HD 7720 OEM,2013-03-15 12:00:00,2013.0,TSMC,800.0,10.0,,1344000000000.0,,1344000000000.0,,1363305600.0,,40,150.0,1700.0,255.0,,134.4,256.0,840.0,198.0,256.0,1050.0,1024.0,26880.0,33.6,800
4375,AMD Radeon R9 M290X,2014-01-09 12:00:00,2014.0,TSMC,1280.0,20.0,,2304000000000.0,,2304000000000.0,144000000000.0,1389225600.0,,28,100.0,2800.0,212.0,850.0,153.6,256.0,,,256.0,1200.0,4000.0,28800.0,72.0,1280
4378,NVIDIA GRID M60-4A,2015-08-30 12:00:00,2015.0,TSMC,2048.0,,,4825000000000.0,,4825000000000.0,150800000000.0,1440892800.0,,28,225.0,5200.0,398.0,557.0,160.4,256.0,,267.0,256.0,1253.0,4000.0,75390.0,150.8,2048
4379,ATI Radeon HD 4250 IGP,2010-03-01 12:00:00,2010.0,,40.0,2.0,,44800000000.0,,44800000000.0,,1267401600.0,,55,,181.0,67.0,,,,560.0,,,,,2240.0,2.24,40
4380,NVIDIA Quadro K200M,2014-08-22 12:00:00,2014.0,TSMC,192.0,,,326400000000.0,,326400000000.0,13600000000.0,1408665600.0,,28,35.0,1270.0,118.0,,12.8,64.0,850.0,,64.0,800.0,1024.0,3400.0,13.6,192
4383,NVIDIA GeForce GT 320 OEM,2010-02-02 12:00:00,2010.0,TSMC,72.0,,,187500000000.0,,187500000000.0,,1265068800.0,,40,43.0,727.0,144.0,,25.28,128.0,540.0,175.0,128.0,790.0,1024.0,4320.0,12.96,72
4385,NVIDIA GRID K340,2013-07-23 12:00:00,2013.0,TSMC,384.0,,,732700000000.0,,732700000000.0,30530000000.0,1374537600.0,3665.129139712479,28,225.0,1270.0,118.0,,80.0,512.0,954.0,267.0,128.0,1250.0,4096.0,7632.0,30.53,1536
4387,AMD FirePro W600,2012-06-13 12:00:00,2012.0,TSMC,512.0,8.0,,768000000000.0,,768000000000.0,48000000000.0,1339545600.0,675.225785517043,28,75.0,1500.0,123.0,,64.0,128.0,750.0,168.0,128.0,1000.0,2000.0,12000.0,24.0,512
4388,AMD Radeon HD 6970 X2,,,TSMC,1536.0,24.0,,2703000000000.0,,2703000000000.0,,,,40,375.0,2640.0,389.0,,176.0,512.0,880.0,,256.0,1375.0,4000.0,28160.0,84.48,3072
4390,Intel HD Graphics 405,2015-04-01 12:00:00,2015.0,Intel,128.0,,,153600000000.0,,153600000000.0,38400000000.0,1427846400.0,,14,6.0,,,200.0,,,,,,,,1200.0,9.6,128
4391,AMD Radeon R7 A260,,2014.0,TSMC,384.0,6.0,,752600000000.0,,752600000000.0,,,,28,,1550.0,125.0,900.0,57.6,128.0,,,128.0,900.0,1024.0,7840.0,23.52,384
4392,NVIDIA GeForce GT 610 OEM,2016-04-02 12:00:00,2016.0,TSMC,48.0,,,134600000000.0,,134600000000.0,11220000000.0,1459555200.0,,40,29.0,585.0,116.0,,8.0,64.0,701.0,145.0,64.0,500.0,2000.0,1402.0,5.608,48
4393,AMD Radeon HD 6870 X2,2011-07-08 12:00:00,2011.0,TSMC,1120.0,14.0,,2016000000000.0,,2016000000000.0,,1310083200.0,598.3031844188869,40,300.0,1700.0,255.0,,134.4,512.0,900.0,304.0,256.0,1050.0,2048.0,28800.0,50.4,2240
4394,ATI Radeon HD 4890,2009-04-02 12:00:00,2009.0,TSMC,800.0,10.0,,1360000000000.0,,1360000000000.0,272000000000.0,1238630400.0,300.3861291991591,55,190.0,959.0,282.0,,124.8,256.0,850.0,241.0,256.0,975.0,1024.0,13600.0,34.0,800
4396,NVIDIA Quadro 5000,2011-02-23 12:00:00,2011.0,TSMC,352.0,,,722300000000.0,,722300000000.0,361200000000.0,1298419200.0,2875.307034351535,40,152.0,3100.0,529.0,,120.0,320.0,513.0,248.0,320.0,750.0,2500.0,11290.0,22.57,352
4398,NVIDIA GeForce GT 420M,2010-09-03 12:00:00,2010.0,TSMC,96.0,,,192000000000.0,,192000000000.0,16000000000.0,1283472000.0,,40,23.0,585.0,116.0,,25.6,128.0,500.0,,128.0,800.0,512.0,2000.0,8.0,96
4399,AMD FirePro S9010,2012-08-24 12:00:00,2012.0,TSMC,1792.0,28.0,,2867000000000.0,,2867000000000.0,716800000000.0,1345766400.0,,28,200.0,4313.0,352.0,,240.0,384.0,800.0,267.0,384.0,1250.0,3000.0,25600.0,89.6,1792
4404,NVIDIA Quadro 6000 SDI,2011-07-25 12:00:00,2011.0,TSMC,448.0,,,1028000000000.0,,1028000000000.0,513900000000.0,1311552000.0,13230.554456986116,40,231.0,3100.0,529.0,,143.4,384.0,574.0,248.0,384.0,747.0,6000.0,16070.0,32.14,448
4405,NVIDIA GeForce 940M,2015-03-13 12:00:00,2015.0,TSMC,512.0,,,1124000000000.0,,1124000000000.0,35140000000.0,1426204800.0,,28,75.0,1870.0,148.0,1020.0,14.4,64.0,,,64.0,900.0,2000.0,17570.0,35.14,512
4406,NVIDIA GeForce GT 640 OEM Rebrand,2012-04-24 12:00:00,2012.0,TSMC,144.0,,,414700000000.0,,414700000000.0,34560000000.0,1335225600.0,,40,75.0,1170.0,238.0,,38.4,192.0,720.0,145.0,192.0,800.0,1536.0,4320.0,17.28,144
4407,NVIDIA NVS 4200M,2011-02-22 12:00:00,2011.0,TSMC,48.0,,,155500000000.0,,155500000000.0,12960000000.0,1298332800.0,,40,25.0,292.0,79.0,,12.8,64.0,810.0,,64.0,800.0,1024.0,1620.0,6.48,48
4408,AMD Radeon HD 6350A,2011-04-07 12:00:00,2011.0,TSMC,80.0,2.0,,104000000000.0,,104000000000.0,,1302134400.0,,40,25.0,292.0,59.0,,12.8,64.0,650.0,,64.0,800.0,512.0,2600.0,5.2,80
4409,AMD Radeon R7 350X OEM,2015-05-05 12:00:00,2015.0,TSMC,384.0,6.0,,806400000000.0,,806400000000.0,50400000000.0,1430784000.0,,28,65.0,950.0,77.0,1000.0,32.0,128.0,,,128.0,1000.0,4000.0,8400.0,25.2,384
4411,AMD Radeon HD 8650G IGP,2013-05-23 12:00:00,2013.0,TSMC,384.0,6.0,,553000000000.0,,553000000000.0,,1369267200.0,,32,35.0,1303.0,246.0,533.0,,,,,,,,5760.0,17.28,384
4412,NVIDIA GeForce GT 730A,2014-07-01 12:00:00,2014.0,TSMC,384.0,,,552200000000.0,,552200000000.0,23010000000.0,1404172800.0,,28,33.0,1020.0,87.0,,16.02,64.0,719.0,,64.0,1001.0,2000.0,5752.0,23.01,384
4413,NVIDIA GeForce 830M,2014-03-12 12:00:00,2014.0,TSMC,256.0,,,588800000000.0,,588800000000.0,18400000000.0,1394582400.0,,28,33.0,,,1082.0,14.4,64.0,,,64.0,900.0,2000.0,9200.0,18.4,256
4414,NVIDIA Quadro M2200 Mobile,2017-01-11 12:00:00,2017.0,TSMC,1024.0,,,2122000000000.0,,2122000000000.0,66300000000.0,1484092800.0,,28,55.0,2940.0,228.0,695.0,88.13,128.0,,,128.0,1377.0,4000.0,33150.0,66.3,1024
4418,NVIDIA GeForce 820M,2013-11-27 12:00:00,2013.0,TSMC,96.0,,,240000000000.0,,240000000000.0,20000000000.0,1385510400.0,,28,15.0,585.0,116.0,,14.4,64.0,625.0,,64.0,900.0,1024.0,2500.0,10.0,96
4421,AMD Radeon HD 6550D IGP,2011-06-20 12:00:00,2011.0,TSMC,400.0,5.0,,480000000000.0,,480000000000.0,,1308528000.0,,32,65.0,1178.0,227.0,,,,600.0,,,,,4800.0,12.0,400
4422,AMD Radeon R9 390X,2015-06-18 12:00:00,2015.0,TSMC,2816.0,44.0,,5914000000000.0,,5914000000000.0,739200000000.0,1434585600.0,468.4470691975681,28,275.0,6200.0,438.0,,384.0,512.0,1050.0,275.0,512.0,1500.0,8000.0,67200.0,184.8,2816
4423,NVIDIA GeForce 8600M GT,2007-12-31 12:00:00,2007.0,TSMC,32.0,,,60800000000.0,,60800000000.0,,1199059200.0,,80,20.0,289.0,169.0,,12.8,128.0,475.0,,128.0,400.0,512.0,3800.0,7.6,32
4424,NVIDIA GeForce 9800 GX2,2008-03-18 12:00:00,2008.0,TSMC,128.0,,,384000000000.0,,384000000000.0,,1205798400.0,720.044723018258,65,197.0,754.0,324.0,,64.0,512.0,600.0,267.0,256.0,1000.0,1024.0,9600.0,38.4,256
4425,Intel GMA 3150,2007-05-09 12:00:00,2007.0,Intel,16.0,,,12800000000.0,,12800000000.0,,1178668800.0,,45,13.0,123.0,66.0,,,,400.0,,,,,400.0,800.0,16
4426,NVIDIA GeForce GTX 460 SE v2,2010-11-15 12:00:00,2010.0,TSMC,288.0,,,748800000000.0,,748800000000.0,62400000000.0,1289779200.0,,40,150.0,1950.0,332.0,,81.6,192.0,650.0,210.0,192.0,850.0,768.0,7800.0,31.2,288
4428,ATI Mobility Radeon HD 5730,2010-01-07 12:00:00,2010.0,TSMC,400.0,5.0,,520000000000.0,,520000000000.0,,1262822400.0,,40,26.0,627.0,104.0,,25.6,128.0,650.0,,128.0,800.0,1024.0,5200.0,13.0,400
4429,NVIDIA Quadro NVS 295,2009-05-07 12:00:00,2009.0,TSMC,8.0,,,20800000000.0,,20800000000.0,,1241654400.0,,65,23.0,210.0,86.0,,11.12,64.0,540.0,168.0,64.0,695.0,256.0,2160.0,2.16,8
4431,NVIDIA GeForce 9400,2007-04-17 12:00:00,2007.0,,16.0,,,35200000000.0,,35200000000.0,,1176768000.0,,65,40.0,314.0,144.0,,,,450.0,,,,,1800.0,3.6,16
4432,AMD Radeon HD 7520G IGP,2012-06-06 12:00:00,2012.0,TSMC,192.0,3.0,,263400000000.0,,263399999999.99997,,1338940800.0,,32,35.0,1303.0,246.0,496.0,,,,,,,,2744.0,8.232,192
4434,NVIDIA Tesla M2075,2011-07-25 12:00:00,2011.0,TSMC,448.0,,,1028000000000.0,,1028000000000.0,513900000000.0,1311552000.0,2760.248729655595,40,225.0,3000.0,520.0,,150.3,384.0,574.0,248.0,384.0,783.0,6000.0,16070.0,32.14,448
4436,NVIDIA Quadro K1000M,2012-06-01 12:00:00,2012.0,TSMC,192.0,,,326400000000.0,,326400000000.0,13600000000.0,1338508800.0,,28,45.0,1270.0,118.0,,28.8,128.0,850.0,,128.0,900.0,2000.0,3400.0,13.6,192
4437,NVIDIA Quadro M6000,2015-03-21 12:00:00,2015.0,TSMC,3072.0,,,6844000000000.0,,6844000000000.0,213900000000.0,1426896000.0,,28,250.0,8000.0,601.0,988.0,317.4,384.0,,267.0,384.0,1653.0,12000.0,106900.0,213.9,3072
4441,NVIDIA GeForce GTX 480 Core 512,,,TSMC,512.0,,,1078000000000.0,,1078000000000.0,,,,40,375.0,3100.0,529.0,,134.4,384.0,527.0,292.0,384.0,700.0,1536.0,16860.0,33.73,512
4442,NVIDIA GeForce 920A,2015-03-13 12:00:00,2015.0,TSMC,384.0,,,732700000000.0,,732700000000.0,30530000000.0,1426204800.0,,28,33.0,1020.0,87.0,,16.02,64.0,954.0,,64.0,1001.0,2000.0,7632.0,30.53,384
4445,AMD Radeon HD 6770M Mac Edition,2011-01-28 12:00:00,2011.0,TSMC,480.0,6.0,,696000000000.0,,696000000000.0,,1296172800.0,,40,35.0,716.0,104.0,,57.6,128.0,725.0,,128.0,900.0,512.0,5800.0,17.4,480
4446,NVIDIA GeForce GTX 775M Mac Edition,2013-11-08 12:00:00,2013.0,TSMC,1344.0,,,2142000000000.0,,2142000000000.0,89260000000.0,1383868800.0,,28,100.0,3540.0,294.0,,160.0,256.0,797.0,,256.0,1250.0,2000.0,22320.0,89.26,1344
4447,NVIDIA GeForce 9200M GS,2008-06-03 12:00:00,2008.0,TSMC,8.0,,,22400000000.0,,22400000000.0,,1212451200.0,,65,13.0,210.0,86.0,,11.2,64.0,550.0,,64.0,700.0,256.0,2200.0,2.2,8
4448,AMD Radeon HD 6370D IGP,2011-11-01 12:00:00,2011.0,TSMC,160.0,2.0,,142100000000.0,,142100000000.0,,1320105600.0,,32,65.0,1178.0,227.0,,,,444.0,,,,,1776.0,3.552,160
4450,AMD Radeon R7 250,2013-10-08 12:00:00,2013.0,TSMC,384.0,6.0,,806400000000.0,,806400000000.0,50400000000.0,1381190400.0,98.87738509682043,28,65.0,950.0,77.0,1000.0,73.6,128.0,,,128.0,1150.0,1024.0,8400.0,25.2,384
4451,NVIDIA GeForce GT 740 OEM,2015-04-14 12:00:00,2015.0,TSMC,384.0,,,772600000000.0,,772600000000.0,32189999999.999996,1428969600.0,,28,65.0,2540.0,221.0,,80.19,128.0,1006.0,,128.0,1253.0,1024.0,8048.0,32.19,384
4454,AMD FirePro 2270 PCIe x1,2011-01-31 12:00:00,2011.0,TSMC,80.0,1.0,,96000000000.0,,96000000000.0,,1296432000.0,,40,15.0,292.0,59.0,,9.6,64.0,600.0,170.0,64.0,600.0,512.0,2400.0,4.8,80
4455,ATI Radeon HD 4710,2008-09-10 12:00:00,2008.0,TSMC,320.0,4.0,,480000000000.0,,480000000000.0,,1221004800.0,,55,59.0,514.0,146.0,,25.6,128.0,750.0,193.0,128.0,800.0,1024.0,6000.0,24.0,320
4456,NVIDIA GeForce 210 PCI,2009-10-12 12:00:00,2009.0,TSMC,16.0,,,35200000000.0,,35200000000.0,,1255305600.0,,40,31.0,486.0,100.0,,6.4,64.0,475.0,145.0,64.0,400.0,512.0,1900.0,3.8,16
4457,AMD Radeon HD 6850M,2011-01-04 12:00:00,2011.0,TSMC,800.0,10.0,,1080000000000.0,,1080000000000.0,,1294099200.0,,40,50.0,1040.0,166.0,,25.6,128.0,675.0,,128.0,800.0,1024.0,10800.0,27.0,800
4458,AMD Radeon HD 8550 OEM,2013-10-25 12:00:00,2013.0,TSMC,480.0,6.0,,624000000000.0,,624000000000.0,,1382659200.0,,40,60.0,716.0,118.0,,25.6,128.0,650.0,,128.0,800.0,1024.0,5200.0,15.6,480
4459,AMD Radeon HD 6490M,2011-01-04 12:00:00,2011.0,TSMC,160.0,2.0,,256000000000.0,,256000000000.0,,1294099200.0,,40,,370.0,67.0,,25.6,64.0,800.0,,64.0,800.0,512.0,3200.0,6.4,160
4460,AMD FirePro W5000,2012-08-07 12:00:00,2012.0,TSMC,768.0,12.0,,1267000000000.0,,1267000000000.0,79200000000.0,1344297600.0,675.225785517043,28,75.0,2800.0,212.0,,102.4,256.0,825.0,183.0,256.0,800.0,2000.0,26400.0,39.6,768
4462,NVIDIA Quadro K2000,2013-03-01 12:00:00,2013.0,TSMC,384.0,,,732700000000.0,,732700000000.0,30530000000.0,1362096000.0,665.4781311572522,28,51.0,1270.0,118.0,,64.0,128.0,954.0,202.0,128.0,1000.0,2000.0,7632.0,30.53,384
4463,Intel HD Graphics,2015-01-05 12:00:00,2015.0,Intel,96.0,,,153600000000.0,,153600000000.0,38400000000.0,1420416000.0,,14,6.0,,82.0,100.0,,,,,,,,1600.0,9.6,96
4465,ATI FirePro V8700 Duo,,,TSMC,800.0,10.0,,1200000000000.0,,1200000000000.0,,,,55,151.0,956.0,256.0,,108.8,512.0,750.0,254.0,256.0,850.0,2048.0,12000.0,30.0,1600
4468,AMD Radeon R9 290X2,2014-06-24 12:00:00,2014.0,TSMC,2816.0,44.0,,5632000000000.0,,5632000000000.0,704000000000.0,1403568000.0,1529.4530151730196,28,580.0,6200.0,438.0,,345.6,1024.0,1000.0,,512.0,1350.0,8000.0,64000.0,176.0,5632
4472,NVIDIA Quadro FX 370,2007-09-12 12:00:00,2007.0,TSMC,16.0,,,23040000000.0,,23040000000.0,,1189555200.0,161.02197818097633,80,35.0,289.0,169.0,,8.0,64.0,360.0,198.0,64.0,500.0,256.0,1440.0,2.88,16
4474,NVIDIA GeForce GT 435M,2011-01-15 12:00:00,2011.0,TSMC,96.0,,,226600000000.0,,226600000000.0,18880000000.0,1295049600.0,,40,35.0,1170.0,238.0,,25.6,128.0,590.0,,128.0,800.0,1024.0,2360.0,9.44,96
4476,NVIDIA NVS 5100M,2010-01-07 12:00:00,2010.0,TSMC,48.0,,,116200000000.0,,116200000000.0,,1262822400.0,,40,35.0,486.0,100.0,,25.6,128.0,550.0,,128.0,800.0,1024.0,4400.0,8.8,48
4477,ATI Radeon HD 3550,2008-08-04 12:00:00,2008.0,TSMC,40.0,2.0,,47520000000.0,,47520000000.0,,1217808000.0,,55,30.0,181.0,67.0,,6.336,64.0,594.0,,64.0,396.0,512.0,2376.0,2.376,40
4478,AMD Radeon HD 7870 GHz Edition,2012-03-05 12:00:00,2012.0,TSMC,1280.0,20.0,,2560000000000.0,,2560000000000.0,160000000000.0,1330905600.0,393.41201860675795,28,175.0,2800.0,212.0,,153.6,256.0,1000.0,241.0,256.0,1200.0,2000.0,32000.0,80.0,1280
4481,AMD Radeon HD 8210 IGP,2014-01-31 12:00:00,2014.0,TSMC,128.0,2.0,,76800000000.0,,76800000000.0,4800000000.0,1391126400.0,,28,8.0,1178.0,110.0,,,,300.0,,,,,1200.0,2.4,128
4482,NVIDIA GeForce GT 440,2011-02-01 12:00:00,2011.0,TSMC,96.0,,,311000000000.0,,311000000000.0,25920000000.0,1296518400.0,90.89606070979244,40,65.0,585.0,116.0,,28.8,128.0,810.0,145.0,128.0,900.0,1024.0,3240.0,12.96,96
4483,AMD FirePro W8000,2012-06-14 12:00:00,2012.0,TSMC,1792.0,28.0,,3226000000000.0,,3226000000000.0,806400000000.0,1339632000.0,1802.4808531581837,28,225.0,4313.0,352.0,,176.0,256.0,900.0,279.0,256.0,1375.0,4000.0,28800.0,100.8,1792
4484,Intel HD Graphics 505,2016-09-01 12:00:00,2016.0,Intel,144.0,,,187200000000.0,,187200000000.0,23400000000.0,1472688000.0,,14,6.0,,,200.0,,,,,,,,1950.0,11.7,144
4485,AMD Radeon HD 8670M,2013-03-01 12:00:00,2013.0,TSMC,320.0,5.0,,624000000000.0,,624000000000.0,39000000000.0,1362096000.0,,28,,690.0,56.0,925.0,16.0,64.0,,,64.0,1000.0,1024.0,7800.0,19.5,320
4487,Intel HD Graphics P5700,2014-09-05 12:00:00,2014.0,Intel,192.0,,,384000000000.0,,384000000000.0,96000000000.0,1409875200.0,,14,15.0,,,700.0,,,,,,,,3000.0,24.0,192
4488,NVIDIA GeForce 9400,2007-04-17 12:00:00,2007.0,,16.0,,,35200000000.0,,35200000000.0,,1176768000.0,,65,40.0,314.0,144.0,,,,450.0,,,,,1800.0,3.6,16
4490,AMD Radeon HD 8590M,2013-03-01 12:00:00,2013.0,TSMC,320.0,5.0,,528000000000.0,,528000000000.0,33000000000.0,1362096000.0,,28,,690.0,56.0,750.0,36.0,64.0,,,64.0,1125.0,1024.0,6600.0,16.5,320
4491,ATI Radeon HD 4650,2008-09-10 12:00:00,2008.0,TSMC,320.0,4.0,,384000000000.0,,384000000000.0,,1221004800.0,,55,48.0,514.0,146.0,,22.4,128.0,600.0,193.0,128.0,700.0,256.0,4800.0,19.2,320
4492,AMD Radeon RX 455 OEM,2016-06-30 12:00:00,2016.0,TSMC,768.0,12.0,,1613000000000.0,,1613000000000.0,100800000000.0,1467244800.0,,28,100.0,2080.0,160.0,,104.0,128.0,1050.0,165.0,128.0,1625.0,2000.0,16800.0,50.4,768
4493,NVIDIA GeForce GT 435M,2010-09-03 12:00:00,2010.0,TSMC,96.0,,,249600000000.0,,249600000000.0,20800000000.0,1283472000.0,,40,35.0,585.0,116.0,,25.6,128.0,650.0,,128.0,800.0,2000.0,2600.0,10.4,96
4494,NVIDIA Quadro M6000 24 GB,2016-03-05 12:00:00,2016.0,TSMC,3072.0,,,6844000000000.0,,6844000000000.0,213900000000.0,1457136000.0,5390.660226576724,28,250.0,8000.0,601.0,988.0,317.4,384.0,,267.0,384.0,1653.0,24000.0,106900.0,285.2,3072
4495,AMD Radeon HD 7870M,2012-04-24 12:00:00,2012.0,TSMC,640.0,10.0,,1024000000000.0,,1024000000000.0,64000000000.0,1335225600.0,,28,45.0,1500.0,123.0,,64.0,128.0,800.0,,128.0,1000.0,2000.0,12800.0,32.0,640
4496,NVIDIA GeForce G210M,2009-06-15 12:00:00,2009.0,TSMC,16.0,,,48000000000.0,,48000000000.0,,1245024000.0,,40,14.0,260.0,57.0,,12.8,64.0,625.0,,64.0,800.0,512.0,2500.0,5.0,16
4498,AMD Radeon R9 M470X,2016-05-15 12:00:00,2016.0,TSMC,896.0,14.0,,1971000000000.0,,1971000000000.0,123200000000.0,1463270400.0,,28,,2080.0,160.0,1000.0,96.0,128.0,,,128.0,1500.0,4000.0,17600.0,61.6,896
4499,NVIDIA GeForce GTX 770,2013-05-30 12:00:00,2013.0,TSMC,1536.0,,,3333000000000.0,,3333000000000.0,138900000000.0,1369872000.0,443.2817601531613,28,230.0,3540.0,294.0,1046.0,224.4,256.0,,267.0,256.0,1753.0,2000.0,34720.0,138.9,1536
4503,NVIDIA Quadro FX 360M,2007-05-09 12:00:00,2007.0,TSMC,16.0,,,25600000000.0,,25600000000.0,,1178668800.0,,80,17.0,210.0,127.0,,9.6,64.0,400.0,,64.0,600.0,256.0,1600.0,3.2,16
4504,AMD Radeon HD 7430M,2012-01-07 12:00:00,2012.0,TSMC,160.0,2.0,,192000000000.0,,192000000000.0,,1325894400.0,,40,7.0,370.0,67.0,,12.8,64.0,600.0,,64.0,800.0,1024.0,2400.0,4.8,160
4505,NVIDIA Quadro FX 1600M,2007-06-01 12:00:00,2007.0,TSMC,32.0,,,80000000000.0,,80000000000.0,,1180656000.0,,80,50.0,289.0,169.0,,25.6,128.0,625.0,,128.0,800.0,512.0,5000.0,10.0,32
4508,AMD Radeon R9 390 X2,2015-09-03 12:00:00,2015.0,TSMC,2560.0,40.0,,5120000000000.0,,5120000000000.0,640000000000.0,1441238400.0,1527.6397431407872,28,580.0,6200.0,438.0,,345.6,1024.0,1000.0,,512.0,1350.0,16000.0,64000.0,160.0,5120
4509,NVIDIA GeForce 9400 GT PCI,2008-08-27 12:00:00,2008.0,TSMC,16.0,,,44800000000.0,,44800000000.0,,1219795200.0,,55,50.0,314.0,121.0,,12.8,128.0,550.0,168.0,128.0,400.0,256.0,2200.0,4.4,16
4510,AMD Radeon HD 7950 Boost,2012-06-22 12:00:00,2012.0,TSMC,1792.0,28.0,,3315000000000.0,,3315000000000.0,828800000000.0,1340323200.0,506.137525370872,28,200.0,4313.0,352.0,850.0,240.0,384.0,,275.0,384.0,1250.0,3000.0,29600.0,103.6,1792
4511,NVIDIA GeForce GTX 760 Ti OEM Rebrand,2013-08-25 12:00:00,2013.0,TSMC,1344.0,,,2634000000000.0,,2634000000000.0,109800000000.0,1377388800.0,,28,170.0,3540.0,294.0,915.0,192.3,256.0,,241.0,256.0,1502.0,2000.0,27440.0,109.8,1344
4513,NVIDIA GeForce GT 630 OEM,2012-04-24 12:00:00,2012.0,TSMC,192.0,,,336000000000.0,,336000000000.0,14000000000.0,1335225600.0,,28,50.0,1270.0,118.0,,28.51,128.0,875.0,145.0,128.0,891.0,1024.0,3500.0,14.0,192
4514,NVIDIA GeForce GTX 590,2011-03-24 12:00:00,2011.0,TSMC,512.0,,,1244000000000.0,,1244000000000.0,155500000000.0,1300924800.0,804.2575498246191,40,365.0,3000.0,520.0,,164.0,768.0,608.0,279.0,384.0,854.0,3072.0,19460.0,38.91,1024
4515,NVIDIA Quadro M620 Mobile,2017-01-11 12:00:00,2017.0,TSMC,512.0,,,1000000000000.0,,1000000000000.0,31260000000.0,1484092800.0,,28,30.0,1870.0,148.0,756.0,80.19,128.0,,,128.0,1253.0,2000.0,15630.0,31.26,512
4516,NVIDIA GeForce GTX 660 OEM,2012-08-22 12:00:00,2012.0,TSMC,1152.0,,,2046000000000.0,,2045999999999.9998,85250000000.0,1345593600.0,,28,130.0,3540.0,294.0,823.0,179.2,256.0,,241.0,256.0,1400.0,2000.0,21310.0,85.25,1152
4517,ATI Radeon HD 5730,2011-02-26 12:00:00,2011.0,TSMC,400.0,5.0,,620000000000.0,,620000000000.0,,1298678400.0,,40,64.0,627.0,104.0,,64.0,128.0,775.0,168.0,128.0,1000.0,1024.0,6200.0,15.5,400
4519,NVIDIA GeForce 9600M GT,2008-06-04 12:00:00,2008.0,TSMC,32.0,,,80000000000.0,,80000000000.0,,1212537600.0,,55,23.0,314.0,121.0,,25.6,128.0,500.0,,128.0,800.0,512.0,4000.0,8.0,32
4520,NVIDIA GeForce 610,2011-12-01 12:00:00,2011.0,TSMC,48.0,,,141700000000.0,,141700000000.0,11810000000.0,1322697600.0,,40,12.0,292.0,79.0,,14.4,64.0,738.0,,64.0,900.0,1024.0,1476.0,5.904,48
4521,NVIDIA Quadro K5000 Mac Edition,2012-08-07 12:00:00,2012.0,TSMC,1536.0,,,2169000000000.0,,2169000000000.0,90370000000.0,1344297600.0,2535.1966471249243,28,122.0,3540.0,294.0,,172.8,256.0,706.0,267.0,256.0,1350.0,4000.0,22590.0,90.37,1536
4523,ATI Radeon HD 4870 Mac Edition,2009-01-06 12:00:00,2009.0,TSMC,800.0,10.0,,1200000000000.0,,1200000000000.0,240000000000.0,1231200000.0,,55,150.0,956.0,256.0,,108.8,256.0,750.0,250.0,256.0,850.0,512.0,12000.0,30.0,800
4524,AMD FirePro V3900,2012-02-07 12:00:00,2012.0,TSMC,480.0,6.0,,624000000000.0,,624000000000.0,,1328572800.0,,40,50.0,716.0,118.0,,28.8,128.0,650.0,168.0,128.0,900.0,1024.0,5200.0,15.6,480
4525,NVIDIA GeForce GT 625 OEM,2013-02-18 12:00:00,2013.0,TSMC,48.0,,,167800000000.0,,167800000000.0,13980000000.0,1361145600.0,,40,29.0,292.0,79.0,,13.2,64.0,874.0,168.0,64.0,825.0,1024.0,1748.0,6.992,48
4526,ATI Mobility Radeon HD 560v,2010-05-05 12:00:00,2010.0,TSMC,320.0,4.0,,352000000000.0,,352000000000.0,,1273017600.0,,55,15.0,514.0,146.0,,25.6,128.0,550.0,,128.0,800.0,1024.0,4400.0,17.6,320
4528,AMD FirePro W4150M,,,TSMC,384.0,6.0,,652800000000.0,,652800000000.0,,,,28,,950.0,77.0,800.0,64.0,128.0,,,128.0,1000.0,1024.0,6800.0,20.4,384
4532,ATI Radeon HD 4720,2011-12-11 12:00:00,2011.0,TSMC,320.0,4.0,,384000000000.0,,384000000000.0,,1323561600.0,,55,55.0,514.0,146.0,,21.34,128.0,600.0,193.0,128.0,667.0,1024.0,4800.0,19.2,320
